rank,title,total ratings,installs,average rating,growth (30 days),category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid,Name,EU_Sales,Publisher,Genre,Year,Platform
1514,Art of War 3: PvP RTS modern warfare strategy game,318209,10.0 M,4,1.1,GAME STRATEGY,250224,25778,13297,6409,22498,FALSE,Adventure,0.08,Atari,Adventure,N/A,2600
1515,Train Station 2: Railroad Tycoon & Train Simulator,308480,10.0 M,4,4.2,GAME STRATEGY,213598,54991,19626,7023,13240,FALSE,Yu-Gi-Oh! The Sacred Cards,0.35,Konami Digital Entertainment,Role-Playing,2002,GBA
1516,Defender II,305701,10.0 M,4,0.0,GAME STRATEGY,197476,38262,22343,10982,36636,FALSE,Crysis 2,0.57,Electronic Arts,Action,2011,PS3
1517,Stormfall: Rise of Balur,297722,10.0 M,4,0.0,GAME STRATEGY,190869,41354,20387,9399,35710,FALSE,NBA Live 07,0.04,Electronic Arts,Sports,2006,PS2
1518,Zombie Defense,293059,10.0 M,4,0.1,GAME STRATEGY,203722,40179,20334,7460,21362,FALSE,Saints Row IV,0.44,Deep Silver,Action,2013,PS3
1519,Grepolis - Divine Strategy MMO,289334,5.0 M,4,0.1,GAME STRATEGY,179988,58617,19476,8269,22981,FALSE,SingStar '80s,0.02,Sony Computer Entertainment,Misc,2005,PS2
1520,Venom Angry Crashy Rush Online,285623,10.0 M,4,0.3,GAME STRATEGY,200973,25295,15672,9782,33899,FALSE,EA Playground,0.48,Electronic Arts,Sports,2007,Wii
1521,Castle Clash: Batalha de Guildas,280494,1.0 M,4,0.1,GAME STRATEGY,209506,23609,14537,5804,27036,FALSE,Test Drive 5,0.2,Accolade,Racing,1997,PS
1522,The Walking Dead: Survivors,278920,5.0 M,4,61.7,GAME STRATEGY,218262,37400,13806,3115,6334,FALSE,Romancing SaGa 3,0,SquareSoft,Role-Playing,1995,SNES
1523,城堡爭霸 - 聯盟霸業,276534,1.0 M,4,0.0,GAME STRATEGY,224905,19994,9987,3809,17836,FALSE,EA Sports Active 2,0.4,Electronic Arts,Sports,2010,Wii
1524,Kiss of War,274882,5.0 M,4,2.9,GAME STRATEGY,223344,23286,10822,4325,13103,FALSE,Digimon World,0.38,Namco Bandai Games,Role-Playing,1999,PS
1525,Conquerors: Golden Age,272243,10.0 M,3,0.4,GAME STRATEGY,170316,12438,9587,6677,73223,FALSE,Rise of the Tomb Raider,0.64,Square Enix,Adventure,2015,XOne
1526,Iron Desert - Fire Storm,272201,5.0 M,4,0.0,GAME STRATEGY,191275,34133,16626,7165,23000,FALSE,Need for Speed Carbon,0.66,Electronic Arts,Racing,2006,Wii
1527,Trivia Crack,7334155,100.0 M,4,0.4,GAME TRIVIA,4938889,1123053,442298,187183,642730,FALSE,Yoshi's Woolly World,0.47,Nintendo,Platform,2015,WiiU
1528,Brain Test: Tricky Puzzles,4145089,100.0 M,4,1329.5,GAME TRIVIA,3257745,500071,128569,58420,200281,FALSE,Mega Man Battle Network 3 Blue / White Version,0.02,Capcom,Role-Playing,2002,GBA
1529,"94% - Quiz, Trivia & Logic",2614691,10.0 M,4,0.0,GAME TRIVIA,1793644,502914,188160,46183,83787,FALSE,FIFA Street,0.92,Electronic Arts,Sports,2012,PS3
1530,Logo Quiz,1183690,50.0 M,4,0.0,GAME TRIVIA,782536,200566,91641,35146,73798,FALSE,Resident Evil Zero,0.27,Capcom,Action,2002,GC
1531,Who is? Brain Teaser & Tricky Riddles,1098826,10.0 M,4,4.8,GAME TRIVIA,849618,127466,39973,19883,61883,FALSE,Need for Speed: Most Wanted,0.17,Electronic Arts,Racing,2005,X360
1532,Brain Test 2: Tricky Stories,837271,10.0 M,4,4.9,GAME TRIVIA,657949,100330,27744,11337,39908,FALSE,Tom Clancy's Rainbow Six: Siege,0.44,Ubisoft,Shooter,2015,XOne
1533,Free Trivia Game. Questions & Answers. QuizzLand.,688137,10.0 M,4,2.7,GAME TRIVIA,599123,45187,15423,7552,20849,FALSE,Pirates of the Caribbean: The Curse of the Black Pearl,0.34,TDK Mediactive,Platform,2003,GBA
1534,Tricky Test 2™: Genius Brain?,649922,10.0 M,4,0.0,GAME TRIVIA,559733,39931,17721,8106,24428,FALSE,Transformers,0.49,Atari,Shooter,2004,PS2
1535,Quiz: Logo game,423164,10.0 M,4,995.6,GAME TRIVIA,265001,75368,36981,15446,30364,FALSE,Guitar Hero: Aerosmith,0.14,Activision,Misc,2008,Wii
1536,TVSMILES - Quiz and Prizes,406864,1.0 M,4,0.0,GAME TRIVIA,292046,61432,25546,7248,20589,FALSE,Mystery Case Files: MillionHeir,0.4,Nintendo,Adventure,2008,DS
1537,فطحل العرب - لعبة معلومات عامة,379611,5.0 M,4,0.3,GAME TRIVIA,310072,33669,17359,5129,13379,FALSE,Valkyria Chronicles,0.2,Sega,Role-Playing,2008,PS3
1538,Gartic,357020,10.0 M,4,69928.5,GAME TRIVIA,230895,52861,25746,10562,36953,FALSE,Midnight Club 3: DUB Edition (America weekly sales),0.05,Take-Two Interactive,Racing,2005,PS2
1539,Trivia Crack 2,344975,10.0 M,4,1.4,GAME TRIVIA,235266,57540,20735,8377,23054,FALSE,Champions of Norrath,0.49,Sony Online Entertainment,Role-Playing,2004,PS2
1540,94 Degrees: fun trivia quiz,334779,10.0 M,4,0.0,GAME TRIVIA,195219,69220,29656,12503,28179,FALSE,Watch Dogs,0.45,Ubisoft,Action,2014,X360
1541,Quizdom - Trivia more than logo quiz!,330992,10.0 M,4,0.0,GAME TRIVIA,242869,28097,16707,7814,35503,FALSE,Imagine: Wedding Designer,0.59,Ubisoft,Simulation,2008,DS
1542,Think,289425,5.0 M,4,0.1,GAME TRIVIA,165966,89531,24385,3626,5914,FALSE,Metal Gear Solid V: Ground Zeroes,0.46,Konami Digital Entertainment,Action,2014,PS4
1543,Fight List - Categories Game,282642,10.0 M,3,0.1,GAME TRIVIA,139977,55995,27747,17549,41371,FALSE,Yakuman,0,Nintendo,Misc,1989,GB
1544,모두의 퀴즈 - 사진연상 단어,279589,1.0 M,4,0.0,GAME TRIVIA,188748,52259,24863,4386,9331,FALSE,Assassin's Creed Syndicate,0.56,Ubisoft,Action,2015,XOne
1545,I Know Stuff : trivia quiz,216643,10.0 M,4,0.0,GAME TRIVIA,154643,26117,15302,5847,14732,FALSE,Army Men 3D,0.14,3DO,Action,1999,PS
1546,Who Wants to Be a Millionaire? Trivia & Quiz Game,211433,10.0 M,4,1.4,GAME TRIVIA,139578,35991,14066,6178,15616,FALSE,WWE '13,0.45,THQ,Action,2012,X360
1547,World Geography - Quiz Game,189577,10.0 M,4,0.5,GAME TRIVIA,136572,37927,7274,2381,5421,FALSE,Twisted Metal 4,0.16,989 Studios,Racing,1999,PS
1548,Guess The Brand - Logo Mania,181338,10.0 M,4,0.0,GAME TRIVIA,118311,29600,14815,4971,13639,FALSE,Manhunt,0.49,Take-Two Interactive,Action,2003,PS2
1549,Millionaire 2021 - Free Trivia Quiz Offline Game,172772,10.0 M,4,6.7,GAME TRIVIA,121153,22621,9172,5335,14488,FALSE,Kid Icarus: Uprising,0.35,Nintendo,Action,2012,3DS
1550,ปริศนาฟ้าแลบ,172586,10.0 M,4,0.0,GAME TRIVIA,119604,23373,13270,6435,9902,FALSE,Silent Hill 2,0.49,Konami Digital Entertainment,Action,2001,PS2
1551,Guess The Song - Music Quiz,169372,10.0 M,4,0.0,GAME TRIVIA,117777,24617,11618,3899,11458,FALSE,Tomb Raider: Underworld,0.56,Eidos Interactive,Action,2008,PS3
1552,حلها واحتلها - لعبة كلمة السر,166714,1.0 M,4,1.8,GAME TRIVIA,147906,7246,4950,2017,4592,FALSE,Castlevania: Symphony of the Night,0.4,Konami Digital Entertainment,Platform,1997,PS
1553,Can you escape the 100 room IV,166160,5.0 M,4,1.2,GAME TRIVIA,117768,29132,11301,2815,5141,FALSE,The Sims 2: Nightlife,0.05,Electronic Arts,Simulation,2005,PC
1554,Logo Game: Guess Brand Quiz,166022,10.0 M,4,0.2,GAME TRIVIA,98721,21044,15401,8503,22350,FALSE,LEGO Batman: The Videogame,0.03,Warner Bros. Interactive Entertainment,Action,2008,PS2
1555,A4 Wheel of fortune,163509,5.0 M,4,1.1,GAME TRIVIA,127718,9963,4952,2919,17955,FALSE,Road Rash,0.48,Electronic Arts,Racing,1995,PS
1556,Color Mania Quiz - Guess the logo game,163390,1.0 M,4,0.0,GAME TRIVIA,137315,9324,6925,2488,7335,FALSE,Pokemon Mystery Dungeon: Gates to Infinity,0.3,Nintendo,Role-Playing,2012,3DS
1557,TTS Lontong,157252,5.0 M,4,0.0,GAME TRIVIA,108158,19571,11615,4656,13250,FALSE,Atlantis,0.08,Imagic,Shooter,1981,2600
1558,Интеллект-баттл,155287,5.0 M,4,0.4,GAME TRIVIA,112167,19274,7592,3761,12490,FALSE,NBA 2K9,0.16,Take-Two Interactive,Sports,2008,X360
1559,Jeopardy!® Trivia Quiz Game Show,152329,1.0 M,4,0.4,GAME TRIVIA,96618,31508,11662,4834,7705,FALSE,WWE '12,0.4,THQ,Fighting,2011,X360
1560,Scratch Logo Quiz. Challenging brain puzzle,152275,10.0 M,3,0.0,GAME TRIVIA,74829,18205,16867,8518,33854,FALSE,Tony Hawk's Underground,0.37,Activision,Sports,2003,XB
1561,Spin of Fortune - Quiz,151512,10.0 M,4,0.3,GAME TRIVIA,101790,20627,10902,4892,13299,FALSE,Hogan's Alley,0.16,Nintendo,Shooter,1984,NES
1562,"100 PICS Quiz - Guess Trivia, Logo & Picture Games",148685,10.0 M,4,0.0,GAME TRIVIA,98320,22627,10278,4849,12608,FALSE,The Elder Scrolls Online,0.38,Bethesda Softworks,Role-Playing,2015,XOne
1563,General Knowledge Quiz,143211,5.0 M,4,0.0,GAME TRIVIA,91487,28262,11460,3963,8036,FALSE,Jillian Michaels' Fitness Ultimatum 2009,0.2,Deep Silver,Sports,2008,Wii
1564,Food Quiz,142859,10.0 M,4,0.0,GAME TRIVIA,92830,17284,10837,5878,16027,FALSE,.hack//Infection Part 1,0.38,Atari,Role-Playing,2002,PS2
1565,TRIVIA STAR - Free Trivia Games Offline App,134845,5.0 M,4,9.2,GAME TRIVIA,121513,7113,2095,1062,3059,FALSE,Rockstar Games presents Table Tennis,0.73,Take-Two Interactive,Sports,2007,Wii
1566,Trivia Survival 100,130488,1.0 M,4,0.0,GAME TRIVIA,91988,14909,7949,3029,12609,FALSE,Sonic Adventure DX: Director's Cut,0.3,Sega,Platform,2003,GC
1567,Adivina la Canción,124963,5.0 M,3,0.1,GAME TRIVIA,73341,15419,11944,5991,18265,FALSE,Jet Li: Rise to Honor,0.48,Sony Computer Entertainment,Action,2004,PS2
1568,Nope Quiz,120834,1.0 M,4,0.0,GAME TRIVIA,85619,16288,6771,2856,9297,FALSE,Battle Arena Toshinden,0.26,Sony Computer Entertainment,Fighting,1994,PS
1569,Free RBX Master,116248,500.0 k,4,2.7,GAME TRIVIA,84945,7865,4824,2342,16269,FALSE,Yokai Watch 3,0,Level 5,Action,2016,3DS
1570,Вращайте барабан,115459,10.0 M,4,1.8,GAME TRIVIA,89613,12485,5377,2266,5715,FALSE,Kung Fu Panda,0.57,Activision,Action,2008,DS
1571,Genius Quiz - Smart Brain Trivia Game,115024,5.0 M,4,2391.1,GAME TRIVIA,83883,12372,6365,2165,10237,FALSE,Tamagotchi Connection: Corner Shop,0.02,Atari,Simulation,2005,DS
1572,Richman 4 fun,114009,1.0 M,3,0.0,GAME TRIVIA,57009,13840,11204,5312,26642,FALSE,Football Manager 2011,01.01,Sega,Sports,2010,PC
1573,Who Becomes Rich,113934,5.0 M,3,185.9,GAME TRIVIA,54008,28525,12990,7682,10725,FALSE,Devil Dice,0.03,THQ,Puzzle,1998,PS
1574,Trick Me: Logical Brain Teasers Puzzle,111963,5.0 M,4,1.4,GAME TRIVIA,76183,14445,9849,3788,7696,FALSE,Final Fantasy IV,0.05,Square Enix,Simulation,2007,DS
1575,TRIVIA 360: Single-player & Multiplayer quiz game,109743,5.0 M,4,0.5,GAME TRIVIA,66254,28161,8615,2413,4297,FALSE,Hyrule Warriors,0.42,Nintendo,Action,2014,WiiU
1576,Quiz Of Kings,107915,1.0 M,4,3.0,GAME TRIVIA,84991,8110,4065,2072,8675,FALSE,Need for Speed Carbon,0.52,Electronic Arts,Racing,2006,PS3
1577,sameQuizy,107674,1.0 M,4,0.2,GAME TRIVIA,68905,19658,8051,3286,7771,FALSE,Championship Manager 03/04,1.15,Eidos Interactive,Sports,2003,PC
1578,"Live Quiz Games App, Trivia & Gaming App for Money",106920,10.0 M,3,0.0,GAME TRIVIA,53824,8887,5436,3650,35121,FALSE,Brian Lara Cricket,1.13,Codemasters,Sports,1998,PS
1579,MEGA QUIZ GAMING 2021 - Guess the game Trivia,98012,1.0 M,3,0.0,GAME TRIVIA,46788,24667,11345,4424,10785,FALSE,Ratatouille,0.62,THQ,Action,2007,DS
1580,Would You Rather? The Game,96670,5.0 M,3,1.3,GAME TRIVIA,49679,10309,8727,4675,23277,FALSE,Wheel of Fortune,0.22,Hasbro Interactive,Misc,1998,PS
1581,Guess The Movie ®,94777,1.0 M,3,0.1,GAME TRIVIA,31828,18525,15729,9987,18705,FALSE,LEGO The Lord of the Rings,0.51,Warner Bros. Interactive Entertainment,Action,2012,X360
1582,Pluck It: hairs and emotions,86335,500.0 k,4,1.1,GAME TRIVIA,72958,6777,1971,1139,3487,FALSE,Winter Sports: The Ultimate Challenge,0.68,RTL,Sports,2007,Wii
1583,A Journey Towards Jesus,82509,1.0 M,4,0.3,GAME TRIVIA,69752,8274,2295,608,1577,FALSE,SOCOM: U.S. Navy SEALs Confrontation,0.17,Sony Computer Entertainment,Shooter,2008,PS3
1584,УГАДАЙ БЛОГЕРА,77624,1.0 M,4,0.0,GAME TRIVIA,70298,2451,1265,717,2890,FALSE,NBA Live 2001,0.47,Electronic Arts,Sports,2000,PS
1585,96%: Family Quiz,77391,1.0 M,4,0.0,GAME TRIVIA,46468,15506,6715,2504,6196,FALSE,Star Wars: The Force Unleashed,0,LucasArts,Action,2008,PS2
1586,"Эврика! Логические Задачи, Игры и Головоломки",76857,1.0 M,4,0.1,GAME TRIVIA,55447,12867,2797,1049,4695,FALSE,Combat,0.07,Atari,Action,N/A,2600
1587,"Stupid test: moron test, idiotest. IQ bored games",76445,1.0 M,4,0.5,GAME TRIVIA,47739,8784,4895,2592,12433,FALSE,Tom Clancy's Rainbow Six: Vegas,0.53,Ubisoft,Shooter,2007,PS3
1588,Trivia Crack Adventure,75729,5.0 M,4,9.1,GAME TRIVIA,49778,13930,5241,2208,4569,FALSE,Dragon Ball: Daimaou Fukkatsu,0,Namco Bandai Games,Role-Playing,1988,NES
1589,Trivia Crack (No Ads),75712,500.0 k,4,0.7,GAME TRIVIA,56454,12628,3284,1088,2256,TRUE,Gegege no Kitarou 2: Youkai Gundan no Chousen,0,Namco Bandai Games,Role-Playing,1987,NES
1590,Guess Their Answer,75135,5.0 M,4,41.3,GAME TRIVIA,45559,12199,6161,3189,8025,FALSE,Reel Fishing,0.13,Natsume,Sports,1996,PS
1591,New QuizDuel!,72097,1.0 M,3,28062.9,GAME TRIVIA,28045,12708,3730,3681,23930,FALSE,Injustice: Gods Among Us,0.53,Warner Bros. Interactive Entertainment,Fighting,2013,PS3
1592,Quiz World: Play and Win Everyday!,67251,1.0 M,4,78.6,GAME TRIVIA,52444,3270,2133,1286,8115,FALSE,Pokemon XD: Gale of Darkness,0.19,Nintendo,Role-Playing,2005,GC
1593,Picture Quiz: Logos,66599,10.0 M,4,0.1,GAME TRIVIA,44206,15727,4436,799,1428,FALSE,Black,0.04,Electronic Arts,Shooter,2006,PS2
1594,I Know the Cartoon,65681,5.0 M,4,0.0,GAME TRIVIA,41290,8609,5553,1967,8260,FALSE,RollerCoaster Tycoon 2,0.05,Atari,Strategy,2002,PC
1595,Quiz - Offline Games,65504,5.0 M,4,3.4,GAME TRIVIA,42321,11158,5329,1793,4901,FALSE,Lara Croft Tomb Raider: The Angel of Darkness,0.48,Eidos Interactive,Action,2003,PS2
1596,Atriviate (Online Trivia),64624,5.0 M,3,0.0,GAME TRIVIA,24061,16120,9210,4560,10670,FALSE,Tom Clancy's Splinter Cell: Pandora Tomorrow,0.56,Ubisoft,Action,2004,PS2
1597,"Logo Test: World Brands Quiz, Guess Trivia Game",62720,1.0 M,4,8.6,GAME TRIVIA,45054,8178,4563,1465,3458,FALSE,Road Rash 3D,0.16,Electronic Arts,Racing,1998,PS
1598,"Gartic.io - Draw, Guess, WIN",62009,5.0 M,3,1.7,GAME TRIVIA,32499,9654,6416,3396,10041,FALSE,Ratchet: Deadlocked,0.03,Sony Computer Entertainment,Shooter,2005,PS2
1599,Truth or Dare,61000,1.0 M,4,1.0,GAME TRIVIA,44911,7894,2864,1337,3992,FALSE,Baldur's Gate: Dark Alliance,0.48,Virgin Interactive,Role-Playing,2001,PS2
1600,BFF Friendship Test,60074,10.0 M,4,0.8,GAME TRIVIA,39186,7122,4624,2447,6692,FALSE,Transformers: Autobots / Decepticons,0.03,Activision,Action,2007,DS
1601,Eu Sei a Música,57663,1.0 M,4,0.0,GAME TRIVIA,35727,8353,4790,2305,6486,FALSE,Tales of Xillia,0.19,Namco Bandai Games,Role-Playing,2011,PS3
1602,Se como Jose,57326,1.0 M,4,0.5,GAME TRIVIA,43019,4258,2199,1249,6598,FALSE,Diddy Kong Racing DS,0.04,Nintendo,Racing,2007,DS
1603,فكر ـ Think,56774,100.0 k,4,0.0,GAME TRIVIA,50520,2542,1988,445,1276,FALSE,[Prototype],0.41,Activision,Action,2009,PS3
1604,TopQuiz -Play Quiz & Lottery | Win Money via Paytm,55313,1.0 M,3,0.2,GAME TRIVIA,24360,4660,2947,2499,20844,FALSE,Assassin's Creed: Bloodlines,0.48,Ubisoft,Action,2009,PSP
1605,101 Pics: Photo Quiz,54183,5.0 M,4,0.5,GAME TRIVIA,41626,3708,2734,1491,4622,FALSE,Oddworld: Abe's Oddysee,0.44,GT Interactive,Platform,1997,PS
1606,Flags and Capitals of the World Quiz,51951,1.0 M,4,3914.8,GAME TRIVIA,35876,6791,3549,1463,4270,FALSE,The Witcher 3: Wild Hunt,0.47,Namco Bandai Games,Role-Playing,2015,XOne
1607,¿Cuánto sabes de Primaria?,50815,10.0 M,3,0.0,GAME TRIVIA,25762,4974,5094,2567,12416,FALSE,Ridge Racer V,0.19,Namco Bandai Games,Action,2000,PS2
1608,לוגוטסט טריוויה: משחק הסמלים והמותגים הגדול בישראל,50002,500.0 k,4,0.3,GAME TRIVIA,41823,4249,1669,589,1669,FALSE,WWE SmackDown vs. Raw 2009,0,THQ,Fighting,2008,PS2
1609,Cars Logo Quiz HD,49748,5.0 M,4,0.1,GAME TRIVIA,31389,6665,4407,2148,5136,FALSE,Tetris 2 (All region sales),0.22,Nintendo,Puzzle,1992,GB
1610,Flags of All Countries of the World: Guess-Quiz,48813,5.0 M,4,1.1,GAME TRIVIA,32011,7057,3881,2000,3862,FALSE,Star Wars Episode III: Revenge of the Sith,0.38,Activision,Action,2005,XB
1611,90's Quiz Game,47912,500.0 k,4,0.0,GAME TRIVIA,40057,4661,2300,347,545,FALSE,Ben 10: Protector of Earth,0.55,D3Publisher,Action,2007,Wii
1612,Alphabet Game,46162,5.0 M,4,1.0,GAME TRIVIA,28793,7910,3795,1568,4094,FALSE,Frogger: The Great Quest,0.47,Konami Digital Entertainment,Platform,2001,PS2
1613,Vrai ou Faux ? Le grand Quiz,45788,1.0 M,4,0.0,GAME TRIVIA,24332,13290,4866,939,2358,FALSE,2010 FIFA World Cup South Africa,0.64,Electronic Arts,Sports,2010,PS3
1614,Hardest Girl to Get - Kode Keras Cowok dari Cewek,45359,1.0 M,4,0.4,GAME TRIVIA,30760,4580,3296,1991,4730,FALSE,Ninja Gaiden,0.2,Microsoft Game Studios,Action,2004,XB
1615,Cuanto Sabes de la Biblia,45126,500.0 k,4,954.5,GAME TRIVIA,38933,3912,1284,378,617,FALSE,Crash Bandicoot: The Wrath of Cortex,0.57,Universal Interactive,Platform,2002,XB
1616,Slam,45047,1.0 M,4,0.2,GAME TRIVIA,28329,8653,3367,1209,3487,FALSE,Driv3r,0.47,Atari,Racing,2004,PS2
1617,Quiz Planet,44566,1.0 M,3,1.4,GAME TRIVIA,24007,8544,4678,1903,5431,FALSE,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,0.47,Sony Computer Entertainment,Misc,2003,PS
1618,아재 능력 고사 : 아재개그와 넌센스퀴즈,44016,1.0 M,4,0.0,GAME TRIVIA,33405,4766,2253,857,2732,FALSE,Farming Simulator 2015,01.02,Focus Home Interactive,Simulation,2014,PC
1619,"Geography Quiz - flags, maps & coats of arms",43149,1.0 M,4,0.8,GAME TRIVIA,27059,7925,3273,1626,3263,FALSE,Guitar Hero: Aerosmith,0.14,Activision,Misc,2008,X360
1620,Imagzle Brain test & Quiz Trivia Riddle Smart game,42776,500.0 k,4,0.6,GAME TRIVIA,35857,3867,1053,685,1312,FALSE,Medal of Honor: Airborne,0.7,Electronic Arts,Shooter,2007,PS3
1621,AppTrailers,42517,1.0 M,4,0.0,GAME TRIVIA,24332,8047,3069,1099,5968,FALSE,Kirby Tilt 'n' Tumble,0.17,Nintendo,Puzzle,2000,GB
1622,Crazy Quiz,41756,500.0 k,4,0.0,GAME TRIVIA,26434,10274,3777,419,849,FALSE,SpongeBob SquarePants: Battle for Bikini Bottom,0.33,THQ,Platform,2003,GBA
1623,Mozkovna,41520,1.0 M,4,0.0,GAME TRIVIA,28452,8981,2107,669,1308,FALSE,Vigilante 8,0.47,Activision,Racing,1998,PS
1624,Quem quer ser rico?,40744,1.0 M,4,0.1,GAME TRIVIA,28555,5809,2539,1169,2669,FALSE,Castlevania,0.06,Konami Digital Entertainment,Platform,1986,NES
1625,Carry1st Trivia: Play. Learn. Earn.,40228,1.0 M,4,0.0,GAME TRIVIA,31598,3138,1614,767,3109,FALSE,Donkey Kong Country 2,0.27,Nintendo,Platform,2004,GBA
1626,World Map Quiz,38376,1.0 M,4,1.7,GAME TRIVIA,29341,5231,1617,559,1627,FALSE,Bayonetta,0.41,Sega,Action,2009,PS3
1627,كلمات كراش - لعبة تسلية وتحدي من زيتونة,2418119,10.0 M,4,1.9,GAME WORD,2115189,109073,68740,31263,93851,FALSE,"WarioWare, Inc.: Mega MicroGame$",0.11,Nintendo,Puzzle,2003,GBA
1628,Word Cookies!®,2250585,10.0 M,4,0.1,GAME WORD,1679256,349509,110139,33769,77909,FALSE,Star Wars: Battlefront II,0.06,LucasArts,Shooter,2005,PSP
1629,Words of Wonders: Crossword to Connect Vocabulary,1885400,100.0 M,4,1.5,GAME WORD,1457939,204104,82766,37713,102876,FALSE,Madden NFL 17,0.08,Electronic Arts,Sports,2016,PS4
1630,Words with Friends Classic: Word Puzzle Challenge,1722914,50.0 M,4,0.0,GAME WORD,971880,411449,149162,67898,122523,FALSE,Boom Blox,0.38,Electronic Arts,Puzzle,2008,Wii
1631,4 Fotos 1 Palabra,1227499,50.0 M,4,0.4,GAME WORD,874832,188710,81957,24555,57442,FALSE,Fallout 4,0.63,Bethesda Softworks,Role-Playing,2015,PC
1632,4 Pics 1 Word,1179329,50.0 M,4,0.3,GAME WORD,827203,212916,72158,20014,47036,FALSE,The Sims 2: Castaway,0.64,Electronic Arts,Simulation,2007,Wii
1633,Word Connect,989128,10.0 M,4,1.4,GAME WORD,822940,98085,27173,10857,30072,FALSE,LEGO Batman 2: DC Super Heroes,0.53,Warner Bros. Interactive Entertainment,Action,2012,PS3
1634,Wordscapes,973750,50.0 M,4,1.3,GAME WORD,782878,86362,36481,20294,47732,FALSE,Naruto Shippuden: Ultimate Ninja Storm 2,0.47,Namco Bandai Games,Fighting,2010,PS3
1635,WordBrain - Free classic word puzzle game,959675,10.0 M,4,0.0,GAME WORD,567896,293661,71260,10616,16239,FALSE,Mario Power Tennis,0.16,Nintendo,Sports,2004,GC
1636,لعبة كلمة السر : الجزء الثاني,812635,10.0 M,4,0.9,GAME WORD,696255,44418,29406,11114,31439,FALSE,Intelligent Qube,0.07,Sony Computer Entertainment,Puzzle,1997,PS
1637,كلمات متقاطعة,776334,10.0 M,4,0.3,GAME WORD,646022,57146,31706,10542,30916,FALSE,Game & Watch Gallery 2,0.3,Nintendo,Misc,1997,GB
1638,وصلة - لعبة كلمات متقاطعة,749320,5.0 M,4,0.4,GAME WORD,626300,43123,34484,11904,33506,FALSE,Game & Watch Gallery 3,0.31,Nintendo,Misc,1999,GB
1639,Words with Friends: Play Fun Word Puzzle Games,736769,10.0 M,4,0.0,GAME WORD,448241,128403,56855,32637,70630,FALSE,Pac-Man,0.08,Namco Bandai Games,Puzzle,1984,NES
1640,Word Snack - Your Picnic with Words,671436,5.0 M,4,0.1,GAME WORD,519890,94490,35754,7146,14154,FALSE,Parfait: Chocolat Second Style,0.46,Alchemist,Adventure,2006,PS2
1641,Word search,644092,50.0 M,4,0.0,GAME WORD,438288,122199,48502,10315,24785,FALSE,F1 2011,0.75,Codemasters,Racing,2011,PS3
1642,Wordfeud Free,619037,10.0 M,4,0.1,GAME WORD,372307,186153,34938,8682,16954,FALSE,Cars,0.29,THQ,Racing,2006,PSP
1643,Draw Something Classic,594298,50.0 M,4,0.0,GAME WORD,351126,133461,52620,18611,38479,FALSE,NBA Live 99,0.05,Electronic Arts,Sports,1997,PS
1644,Word Search,512584,10.0 M,4,0.0,GAME WORD,423301,51998,16672,5227,15383,FALSE,Chocobo no Fushigi Dungeon,0,SquareSoft,Role-Playing,1997,PS
1645,Word Link,501384,50.0 M,4,0.0,GAME WORD,366058,57001,26960,10931,40431,FALSE,Golden Sun: The Lost Age,0.27,Nintendo,Role-Playing,2002,GBA
1646,Words Story - Addictive Word Game,496119,50.0 M,3,0.1,GAME WORD,272448,47916,39085,30303,106365,FALSE,SimCity 2000,0.46,Maxis,Simulation,1996,PS
1647,"Braindom: Tricky Brain Teasers, Test, Riddle Games",487582,10.0 M,4,9.5,GAME WORD,412226,28805,13965,6683,25900,FALSE,Max Payne,0.19,Take-Two Interactive,Shooter,2001,XB
1648,TTS Pintar 2021 - Teka Teki Silang Offline,476458,10.0 M,4,0.8,GAME WORD,349671,71362,32006,8438,14979,FALSE,WCW Mayhem,0.46,Electronic Arts,Fighting,1998,PS
